#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
TFRC	TFRC	0.3011	0.703	-0.11725	-0.49095	-0.36175	-0.6198	0.6523	-0.2537	-0.74645	-0.4972	0.1845325	0.28935	1.2045	-0.5951	0.20475	1.1125	0.09765	1.19905	0.1405	-0.69725	-1.9085	-1.09325	0.6126	0.0894	-0.66685	-0.32335	-0.61635	-0.413645	0.4774	0.2454	-0.4147175	0.2875	0.5246	-0.40605	0.6219	-0.4151	-1.76235	-1.0808	0.001	0.1285	-0.47635	-0.36965	0.7831	0.7713	-0.30995	0.0157	0.14405	-0.1725225	0.02255	-0.30005	-1.02785	-0.40055	-0.27725	-0.68765	0.1749	-0.53055	0.31005	-0.38635	-0.6608	0.1273	-0.1339	-0.2882875	-0.81885	-0.5499	-0.5463	-1.2952	-0.3847	-1.01325	-0.4083075	1.8455	-0.81845	1.4425	0.39745	-0.19045	0.1733	-0.20375	1.839	-0.0216	-0.5229225	-0.30965	-0.58555	-0.3976	-0.8941	-1.57014	-1.23605	-1.1417	-0.61235	0.00345	-0.90375	-0.18965	-0.24845	-0.20905	-0.01115	-0.14015	0.37715	-0.8567	-0.5649	-0.72855	0.8465	1.7605	-1.131	-0.72365	-0.2568	-0.68077	0.24565	-0.61855	-0.89005	-0.0539	0.02955	-0.29705	0.5797	-0.01195	-0.19297	-0.6757	0.9445	-1.031	0.23125	0.5113	-0.89205	-0.2783	-0.6674	0.6658	1.7505	0.17955	0.96445	0.06235	0.05935	-0.135335	0.7887	0.6269	-0.5401925	-0.24455	0.13874999	0.21015	-0.2398	0.14475	1.0582	0.34245	-0.19635	0.16805	-0.33645	0.58595	0.59835	1.3079	0.81275	0.7756	0.22185	0.12225	0.0876	1.0675	1.1885	0.58375	0.71595	0.28707	0.0077	0.63065	2.242	2.4165	-0.05455	0.7347075	1.4655	0.47845	-0.0879	0.59015	1.406	0.93215	1.856	0.85485	1.7265	0.4573	0.4341	1.406	0.5532	0.017	1.0391	-0.3492	0.59075	0.0121	0.233	0.211
TGFB1I4	TGFB1I4	-0.680304175	-0.1442375	-1.227275	2.096	-0.0176625	-0.0277375	0.562475	-0.516225	-0.8192542	0.911375	-0.4114	-0.3151925	-0.040585	0.611425	0.464025	-0.31735	-0.64285	-0.12065	-0.7808	-0.4114125	-1.0093	-0.59815	0.3166	0.89515	0.8326	1.7545	-0.812675	-0.598275	0.410675	-0.77945	0.9461	0.9016375	0.755	0.264202777	0.511628125	-0.52648	-0.4396913	-0.8102861	0.34225	0.068525	1.15895	0.841275	0.2318	-1.07065	-1.147725	0.81645	0.91985	-0.68825	0.00195	-0.567225	0.191575	-0.247675	-0.349375	-1.201175	0.369175	0.033425	0.998075	1.93375	-0.1505625	0.7504	-0.0856125	1.775725833	0.384825	0.117212498	0.067175	-0.1683875	0.2904	0.0837	0.8604	0.809575	1.148025	0.813	1.01425	-0.41593889	1.062614	1.57175	0.173125	-0.085475	-1.25375	-1.0176	-0.6471	0.1699625	0.47355	-0.4004875	0.959675	0.85025	-0.4103	0.5692	0.927	0.846075	0.668808325	-0.644175	0.7304025	1.490604167	1.1615	-1.085425	0.1359375	-1.1063	0.19156875	2.10675	0.489425	0.5311	-0.7572	0.881	0.518175	0.63461375	0.531775	0.894675	0.3576	0.923075	1.020361	0.0102875	0.067225	0.586395485	0.09255	0.0674125	-0.659125	0.049275	0.077075	0.81685	-0.521975	1.96775	-0.576475	0.01115	0.105375	0.0266125	0.11625	0.03003392	0.90735	-0.759675	-1.224	0.067725	0.5797475	-0.841175	-1.3303	0.41295	-0.71175	-0.503904168	1.030175	0.328275	-0.401491675	-1.052075	-1.1997	-1.381	-0.0987425	0.01435	-0.91595	-1.434	-0.99905	-0.1293375	-1.520593	0.47685	0.6036	0.942	-0.79805	-1.106725	-1.56575	0.2509625	-1.128075	-0.1094875	-0.1116125	1.019025	0.00685	-0.33162875	0.2632875	1.6735	-0.48493625	0.0457	-0.70965	0.09398125	0.077	-0.3432	0.91365	-1.355425	-1.2819	-1.25925	0.675525	-0.759625	0.338175	-0.737109375
THADA	THADA	0.1752	-0.6008	-0.03415	0.48164	-0.3144	0.5406	1.00365	-0.4053	-0.7341	-0.095625	-0.3777	0.58135	0.2396	0.05385	-0.117353571	0.4371	-0.4047	-0.299	-0.8436	0.0481	-0.153275	-0.20385	-0.013425	-0.1014	-0.00055	0.47945	-0.1321	-0.23515	0.3924	0.38625	-0.71825	-0.271575	-0.19455	0.8987	0.144575	-0.4621	0.4129	0.2684	-0.1012	0.105875	-0.39415	-0.25215	-0.007955	-0.25945	0.024725	-0.31475	-0.70875	-0.114625	0.3943	0.1876	-0.85555	0.1221	0.21215	-0.190725	0.3496	0.135775	-0.4416	-0.75155	-0.004525	-0.116875	-0.42165	0.33073375	-0.3296	0.43485	0.6421	-0.319275	0.007175	-0.158	-0.094	-0.13355	0.263025	0.29175	-0.21275	0.46535	0.17306	0.1386	0.2856	-0.4314	0.012	-0.142525	0.068525	-0.0547975	0.1305	-0.08365	-0.132635	-0.08035	-0.0825	-0.44465	0.229375	1.114	0.43	0.1406	0.04015	0.36221	-0.49865	-0.214225	0.7646	-0.3807111	0.20225	0.3073	0.23465	-0.272775	1.191	-0.27455	-0.4033	-0.01665	-0.4928	-0.44535	0.40025	-0.2476	0.23285	-1.0692	-0.27685	-0.0648125	-0.37985	1.1506	0.59015	0.7265	0.70455	-0.475375	0.1285	0.18215	0.19365	0.387	0.004925	-0.0324	0.033425	-0.1762139	-0.033925	0.341	-0.1555	-0.032925	0.040925	0.84845	0.03065	-0.056725	0.58845	0.28975	0.88815	0.9723	-0.3443	-0.133025	-0.6058	0.22155	0.246	0.093725	0.3906	0.1661	-0.4073	0.6967	-0.4649	-0.2957	0.08565	-0.4525	0.61835	0.47385	0.3096	0.27165	0.5554	0.07366786	-0.3350425	0.4632	0.049775	1.155	-1.0991	0.03795	-0.26375	0.0314	0.11235	0.37495	0.31935	0.0368	-0.08635	0.05585	-0.2016	-0.47305	-0.2984	0.2705	0.07425	-0.1874
TIMP1	TIMP1	-0.345039275	1.1759	0.169835	0.313725	-0.73605	0.5904625	1.35055	0.73095	-0.67114	-0.456475	0.408375	-1.40525	-0.4002	0.227925	-1.2743	0.526425	-1.251	-0.147075	-2.37125	1.565	-0.32515	-0.9898	-1.33575	-1.532588889	1.3005	-1.84225	-1.7515	-1.9705	0.583	-0.2603625	0.885425	0.83	-0.439125	0.110125	0.667149375	-1.2195	-0.463825	0.3705861	-2.01975	-0.441675	-0.90405	-0.260225	-1.49825	-0.6254	-0.2829375	-0.776825	-0.0751375	1.019675	-2.54475	-1.502	-0.45375	-1.2715	0.085425	-0.3063	2.19325	-0.5196	0.5493	0.73175	2.14625	0.138975	-0.872525	2.09325	-0.070332143	0.0968	-1.527	-0.772925	0.0421	1.3765	2.6285	0.324525	1.022125	0.05175	1.173785	1.2785	1.389769	0.5319	0.477325	0.2886875	-0.226175	0.21625	-2.00375	0.131	-0.42675	-0.2651375	-1.126625	-2.10075	-0.624175	1.67975	0.2827875	1.78575	2.408	0.923975	0.1321375	0.2608	1.08395	0.396775	0.30415	-0.22875	0.41285	0.108774974	0.44523	1.286275	0.028974975	-0.0986125	0.0774	0.165932505	0.225175	1.09841	0.68435	0.326	1.903886	-0.3253375	0.14665	-0.3007875	-0.390125	0.5806	-0.71015	-0.3633	-0.281975	0.922425	0.3527	0.57055	-0.22095	-1.74625	-0.662625	-0.191875	-0.751672225	0.9986036	0.893725	-0.774575	-1.49375	0.8387	-0.1477389	0.73095	-0.145175	0.62235	-0.127325	1.68125	1.14835	1.2927225	-0.0617275	0.16255	-0.163125	-0.8731	0.502125	0.71505	-1.047625	-0.904875	0.76585	-1.152775	-1.02115	-0.34075	-0.561175	1.491	0.077225	0.605775	-0.876825	0.447025	1.29445	0.370925	0.1181	1.29225	0.39985	1.31675825	-0.80835	1.388575	-1.039375	1.087525	-0.8269	-0.275025	1.461	-0.16975	1.69775	-0.1694125	-0.388025	-0.21525	0.32275	-0.2642	1.4115	-0.893
TIMP3	TIMP3	-0.1620778	0.5343	0.6888	2.028	-2.275	0.3893	0.7467143	0.59	-1.53	0.7687	1.02	-0.9444	-0.0815	1.643	-0.49374	0.9206	-0.3696	-0.1911	-0.7155625	2.198	-1.134	-0.4144	-0.86987778	-0.0027	2.564	-0.4595	-1.837	-2.025	0.0501	-1.609	2.682	2.614	0.3698	-0.7759	2.645	-0.54832	1.121	0.0967125	0.0302	-0.3597	0.1507	-0.9455	0.6523	-0.0058	0.6908	-0.2775	-0.9557	-0.2959	-0.5217	1.503	-0.06382222	-1.104	0.5589	-0.3424	1.93615	-0.6619	-0.0907	1.906	0.7245	0.4112	-0.9361	1.3415	-0.1694	0.9664	-0.63511	-0.4653375	0.4513	1.121	0.5700375	0.2304	-0.0709	-0.0277	1.001788	-1.791	0.2941125	0.3012	1.403	0.5411	0.0036	2.273	-1.316	-1.162	2.13	0.224583333	-0.9413	0.1633	0.1278	0.8757	0.2372	1.243857	1.935	0.8293	0.314	0.6197	1.075	-1.278	-1.385	-1.726	0.1481	-0.5619	1.701	1.333	-1.209	0.0738	0.6313	1.343	-0.089	0.7495	0.5171	-0.4276	1.243431	-0.231	-0.2353	0.1165	-1.674	-0.11494	-0.0446	-0.39598	-0.6658	1.164	1.175	1.293	-1.511	-0.6442	0.374	0.3968	-0.19242	0.02437143	0.4907	-1.776	-0.213	0.3181	-0.3705	-0.0593	-1.6	0.193	-0.684	0.2295389	0.218145	-0.1651	-2.553	-0.8144	0.293	0.3113	0.7767	1.058	-1.811	-1.13	0.8889	-1.346	-0.3716	-0.377685	-1.221	1.978	0.49735	-0.3943	-1.096	-0.9995	0.5689	0.08806667	0.46161	0.815	-0.6921	-0.16945	-0.384	0.6938	0.000225	2.032	-1.194	-0.5279	1.716	-0.9932	2.648	0.6375	0.7415	-1.598	0.0017	-0.018842857	0.629225	-1.679
TK1	TK1	0.7526	0.968	0.2162	0.2341	-0.2157	1.276	0.4618	1.517	-0.0846	0.2127	0.3947	0.3204	1.927	0.2556	1.65	-0.2192	-0.884	-0.035	-0.5311	-0.4624	-0.1741	-0.3728	0.9188	0.7179	0.3607	0.0517	0.2061	-0.2704	-0.093	0.6588	-1.045	-0.1747	0.7498	-0.2922	0.6521	0.4271	-0.236	1.398	0.2837	0.7903	-0.386	0.9309	0.0727	0.6739	-0.1289	-0.3148	0.5106	0.378	-0.3642	-0.3278	-0.7238	-0.2413	0.2844	-0.2555	-1.327	-0.1352	0.3662	0.8863	-0.4803	0.72	1.218	0.3752	-0.9182	0.6164	-0.8919	-0.9629	-0.6499	-0.0255	0.1329	0.0081	0.5341	-1.876	0.5393	0.9905	-0.4593	0.3708	-0.4372	0.4919	0.0231	-0.6054	-0.6775	-1.168	-0.8063	-2.051	-1.085	-1.688	-0.3701	-1.229	-1.443	-0.8768	-0.8738	-0.4731	-1.16	-1.247	-0.8812	-1.123	-1.148	-1.203	-0.668	0.268	-0.3341	-1.023	0.5825	-0.5552	-1.03	-0.8897	-1.125	-0.3805	-0.7312	-1.06	-0.7091	-0.8553	-0.7394	-2.217	0.2697	-0.0054	0.2901	-0.0678	-0.447	-1.06	-0.2019	0.2534	0.0916	0.1646	0.333	0.2417	0.0567	0.0114	-0.6833	-1.259	0.0458	-1.038	0.112	0.3294	-0.8105	-0.3036	1.076	0.0982	-0.7135	-0.1003	0.2502	0.7742	0.047	0.615	0.5411	-0.4511	1.142	0.3435	-1.144	0.3137	1.085	0.1723	0.0264	-0.7518	-1.146	0.4052	1.086	-0.7036	-0.1438	0.2605	-0.7337	0.6253	0.5181	0.1437	-0.0729	0.4258	0.6516	0.8794	0.0054	0.5595	1.908	-0.052	1.079	0.1384	1.328	-0.7381	0.681	-0.7862	-0.3136	0.5115
TMF1	TMF1	-0.33085	0.3264	0.2161	-0.2436	0.0076	-0.2021	0.91513	-0.1729	0.4042	0.0471	0.232	-0.2043	1.143	-0.019635	0.1577625	-0.4068	-0.0768	1.694	-0.6338	-0.295	-0.9439	0.029265	0.5614	0.341988889	-0.1122	-0.8519	-0.6295	0.2213	-0.5255	0.35388	-1.165	-0.2070444	0.174	-0.20038	0.5873	-0.5257	-0.4059	0.072645	0.4355	0.6622	0.2366	1.011	0.801	0.1808	-0.2557	-0.6923	0.0385	-0.2056	0.3453	0.4752	1.41E-08	0.2057	0.6232	1.194	-0.1167	-0.2861	-0.3345	0.4763	-0.2499	-0.1453	-0.0471	0.22371	-0.2861	0.1334	-0.1886	-0.3444	-0.2756	-1.262	0.0043	-0.1755	-0.0503	-0.4204	-0.3742	1.444	1.007	-0.5188	-0.4645	0.1278	-0.279	0.0218	-0.2888	-0.5779	0.1541	-0.028	0.0733	-0.6531	-0.3945	0.1185	-0.6132	-0.2291	0.7629	0.6146	-0.835	-0.6359	-0.1396	-0.4731	-0.7617	-0.6166	-0.1001	-0.0294	0.1991	-0.8452	-0.2375	-0.5695	0.3723	-0.5348	-0.7777	0.0261	-0.2357	-0.517	0.6635	-0.8909	-0.3079	-0.29902	-0.4424	0.0221	0.3893	-0.0915	-0.5827	0.3939	0.2123	0.3106	1.025	0.4284	0.3101	0.6468	-0.3722056	0.0902	-0.2613	-0.0369	0.348	0.222	-0.0704	0.1216	-0.18407	-0.3187	0.4723	0.1498	0.081	0.53349	-0.8379	-0.112125	-0.3753	0.6932	0.7518	-0.5375	-0.4786	0.6698	0.2148	0.4242	0.2731	-0.0964	-0.0029	-0.4868	-0.4999	0.0402	0.2793	-0.5001	0.234	0.3505875	-0.1172	0.1404	0.3343	0.6924	0.2907	-0.4862	0.4096278	0.314	0.0798	0.0776	0.356335	-0.0336	-0.3434	-0.3342	-0.5052	-0.261	0.0435	-0.6484	-0.2015	0.1353
TNF	TNF	0.26481	1.425925	-0.10438	-0.292325	-0.5074	2.4845	0.77895	-0.623775	-1.6464	-0.208375	0.646825	-0.534325	-1.32025	0.121025	-0.68005	-0.1058875	-0.128175	-0.84905	0.710325	-0.263775	-1.5455	-0.7334	-0.978075	-2.5165	-0.06615	-0.9149	0.407125	-0.69285	-0.656175	1.183725	-0.973975	1.60875	0.2606	1.221925	0.4005625	0.311425	-0.042025	-1.96275	0.927675	-1.2665	0.3652	-0.129225	0.22035	-0.2223125	0.27635	-0.904625	-1.351325	0.3244625	-0.211375	-1.363	-0.079375	-0.451025	0.7464	-2.36325	2.3355	0.43345	1.937	2.03525	1.0327	-0.132825	-0.7479	-0.060604762	-0.30365	0.124825	-0.3885	-0.0859875	-0.074	1.625	0.0412875	1.22475	0.329225	0.418	0.475725	-2.139	0.50725	-0.310725	-0.07571562	1.1895	-0.5641	1.14925	-0.1455625	1.04855	0.900275	-0.952930556	-0.472575	0.29025	-0.618675	0.1754625	-1.4345925	-1.42077	-1.11405	-1.150525	0.640975	0.4261625	1.71525	0.4774	-0.151897227	-0.6228875	-1.18375	-1.17455	-1.212625	0.9726675	-1.0327725	0.2716	0.795875	0.2556	-0.172325	0.6566	2.01225	0.0558625	0.222325	-1.1445	-0.232475	-0.85755	1.70575	-1.5685	-0.68923	-0.557675	1.208	-0.176419445	-1.079925	1.234	-1.6135	0.62925	0.17075	0.3455125	-0.592625	0.30865	-0.367475	-0.67445	-1.099425	-1.270416	-0.2121	-1.54375	-1.235175	-1.3654075	-0.428325	-0.005	-0.255625	-0.472625	-0.03844875	1.56275	-1.0974	0.76995	1.01665	0.844025	0.943575	1.25675	-1.206025	-0.2871	0.512375	-0.2464	0.7641	1.37175	0.6044	1.5385	0.606225	-0.248675	-0.401175	-1.82825	0.84575	3.507	1.6865	-0.72315	-0.632925	0.19205	2.06675	-1.087025	1.64825	0.072325	0.443325	1.12625	1.3515	-0.72365	-0.2523125	-0.502475	-0.747925	-0.35525	-0.68065	0.3516
TNFAIP3	TNFAIP3	0.2695	-0.27182	-0.69614	-1.49134	0.09506	0.56203	0.3766	-0.58599	-0.83762	0.03728	-0.55942	-1.22414	0.09909	0.13761	-0.50538	0.2974	-0.42558	-0.456824	0.08554	0.14293	-1.5688	-1.6656	-0.60484	-2.178916	-0.00114	-0.71068	-0.00609	-0.21006	-0.4623	0.01138	1.3236	0.292594	0.02389	-0.03639	0.36102	-0.30902	-0.26445	-1.20744	-0.92432	-0.8793	-0.99954	-0.15337	0.252719	-1.135	-0.00646	0.04758	-0.6344	-0.97064	-2.0294	-0.03377	-0.78482	0.34372	-0.08554	0.28604	0.44356	0.7053	0.70738	0.773072	0.58652	-0.09338	-0.37409	-0.017668889	-0.09945	-0.45526	0.587	-0.20498	0.50666	0.437	-0.16917	0.421341	-0.61526	0.77808	0.933	-0.02373	0.62112	0.5407	-0.4883	-0.4023	-0.99654	0.34724	-1.2719	-0.40298	0.126025	-0.86348	0.0639	-0.41944	-0.78094	-0.11957	0.02196	-0.01649	-0.638456	-0.205528	0.26062	1.54588	0.99548	-0.38616	0.03754	0.00628	0.07411	0.8435	-1.89697556	0.44174	-1.043418	0.54585	1.04668	0.748544	0.00119	1.405	1.07872	0.33025	0.51666	0.29882	0.01323	-0.37732	1.5546	-0.00449	0.04682	0.65885	-0.01407	0.18119	0.25926	1.12448	0.46368	0.04334	0.2746	-0.00808	0.05677	-0.2364	0.00741	0.63866	-0.73186	0.65292	0.23001	-0.62704	-0.60392	-0.33098	-0.30404	0.1187	0.11868	-0.16425	0.641	-0.13364	0.65728	-0.25272	-0.73076	-0.34792	0.09721	-0.46402	0.12924	-0.22288	-0.12018	0.58462	0.85976	0.98248	0.55284	-0.51936	-0.62593	0.45278	-0.57044	1.432818	0.19923	-0.9263	1.04292	-0.83874	-0.07739	1.18158	1.06224	-0.01663	-0.52356	-0.19506	-0.64562	0.29032	0.53648	-0.20134	-0.56374	0.47104	-0.218776	-0.85404	-0.29398	0.02242
TNFRSF14	TNFRSF14	-0.8451	0.327	-0.8376	-0.436	-0.5311	0.4052	0.2686	-0.2907	-0.2613	0.2108	-0.751	-0.3464	0.0631	-0.494	-0.0695	0.66	-0.9723	-0.8515	0.3471	-0.4842	-2.155	-1.989	-0.3208	-2.724	-0.1409	-1.659	-1.317	-0.4502	0.0882	-0.8517	-0.2967	0.5533	0.3371	-0.128	-0.3907	-0.2321	-0.7869	-1.439	-1.381	-1.561	-0.7376	-0.0142	-0.339	0.6561	-0.6915	0.1898	-0.9568	0.1488	-0.6239	-0.994	-1.289	-0.5793	-0.0668	-0.9079	0.8285	1.102	0.7489	-0.2375	0.4312	-0.6153	0.1034	0.1667	0.2583	0.2709	0.8306	0.5813	-0.0006999	0.4026	-0.0664	0.5531	-0.1628	0.2223	0.9278	-1.161	0.477	1.003	0.1506	-0.2565	-0.5084	0.0396	0.0554	1.215	0.7709	0.3439	-0.0891	0.0293	0.2924	0.5794	0.5125	0.7523	0.1122	1.083	0.4898	1.193	0.2038	-0.3015	-0.0183	-0.3841	0.0961	0.7362	-1.244	0.04642	-0.3343	0.3617	0.3917	0.5158	0.397	1.35	1.058	0.56	1.104	0.3882	-0.3733	-0.073	0.713	0.5485	0.5115	-0.1311	0.3021	0.1416	0.2343	1.165	-1.111	0.1893	0.1755	-0.9063	0.5844	0.057	0.924	-1.238	-0.8939	0.0453	0.3898	-0.0235	-0.862	-0.0489	-0.2813	-0.4589	0.1002	0.9493	0.3129	-0.478	0.2278	-0.182	-0.3906	0.155	0.2156	-0.5948	-0.639	-0.3105	0.0032	0.2424	1.103	0.5481	0.448	-0.9512	-0.9071	0.0928	0.4805	0.8671	-0.9056	0.2287	0.1252	0.1998	-1.07	0.0797	0.0069	0.7097	-0.1391	0.5399	-0.1667	-0.2219	0.5764	-0.4147	-0.0505	-0.4447	-0.0457	-0.1506	0.699	-1.213
TNFRSF17	TNFRSF17	-0.2215	-1.646	0.2608	-0.8851	-0.4832	1.348	2.479	-0.513	2.626	-0.577	0.238	1.186	-1.125	0.3263	0.2176875	0.2384	-0.2313	-0.1167	0.3036	1.032	-0.3645	0.9768	0.8084	-0.5697	-0.6138	-1.571	-1.346	-0.348	0.16	-0.9931	-2.587	-0.1790125	-0.5597	-0.2078	-0.1889	-0.02425	-0.1584	0.2477	0.4564	1.973	1.107	-0.3653	0.3152	-0.27	1.147	0.7942	0.09355	0.5632	0.7026	0.2291	0.6974	0.01525	0.2325	1.068	0.4713	-0.1368	-0.9091	-2.446	-0.07485	0.16242	-0.7114	-0.05374	-0.05466667	0.2602	-1.005	-0.5743	-0.03225	-1.35	-0.9123	-0.802	-0.9937	-1.4	-2.267	2.589	-0.396	-0.5993	-1.646	-1.07	-0.09655	0.4651	0.9145	-1.356	0.2161	-0.518125	0.1115	-0.9911	-0.7286	0.198	-0.2454	-1.018	-0.5217	0.2284	-1.416	-0.281983333	-0.4861	-1.856	-0.9394	-0.1357	1.06	0.6807	1.746	-1.324	-0.3817	-0.9698	0.5537	-0.4402	0.3793	-1.15	-0.389	-1.107	-0.07425	-0.614742857	0.07165	0.725	-0.636	1.459	-0.09625	0.6301	-0.7722	-0.666	0.2779	0.1709	-0.5418	0.3382	-1.118	-1.039	0.6229	-0.09505	-0.2769	0.8647	-0.16829	0.08745	-0.00265	0.5246	0.4942	-0.9722	-0.7115	0.4229	0.815	1.252	0.8361	0.03385	-1.016	1.225	-1.66	0.4891	-0.2602	-0.1821	-0.1555	-0.5977	0.8767	-0.2987	-0.7932	1.219	-0.3074	-1.217	-0.8162	-0.9054	2.965	3.518	0.8494	-0.443	-0.04655	0.2816	-0.9405	-0.6259	-0.4056	-0.3572	0.248	-0.271	0.03375	-0.3561	0.252	0.3414	-0.21396	-0.1439	0.06275	0.4204	0.8849	0.9975
