#1.2																																																																																																								
5565	103																																																																																																							
symbol	symbol	BR_BR8T	BR_BR10T	BR_BR14T	BR_BR16T	BR_BR17T	BR_BR20T	BR_BR6T	BR_BR15T	BR_BR21T	BR_BR29T	BR_BR31T	BR_BR32T	BR_U1	BR_U16	BR_UX7	BR_UX8	BR_UX19	BR_B24T	BR_B46T	BR_B30T	BR_B34T	BR_B36T	BR_B37T	BR_B38T	BR_B39T	BR_B41T	PR_PR29T	PR_PR13BT	PR_PR8T	PR_PR21T	PR_PR27T	PR_PR9T	PR_PR7T	PR_PR19T	PR_PR5T	PR_PR24T	PR_U40	PR_U41	PR_PR4	PR_PR3	PR_PR1	PR_PR10	PR_PR22	PR_PR12	PR_PR31	PR_PR30	PR_PR26	PR_PR16	PR_PR23	PR_PR6	PR_PR11	PR_PR17	LU_A_LU_A31T	LU_A_LU_A34T	LU_A_LU_A39T	LU_A_LU_A8T	LU_A_LU_A20T	LU_A_LU_A5T	LU_A_LU_A6T	LU_A_LU_A17T	LU_A_LU_A18T	LU_S_LU_S19T	LU_S_LU_S24T	LU_S_LU_S25T	LU_S_LU_S12T	LU_S_LU_S13T	LU_S_LU_S14T	LU_S_LU_S11T	LU_S_LU_S7T	LUA_U17	LUA_UX4	LUA_LU40T	LUA_LU44T	LUA_LU33T	LUS_U2	LUS_U19	LUS_LU41T	LUS_LU30T	LUS_LU26T	LUS_LU36T	CO_CO7T	CO_CO9T	CO_CO42T	CO_CO15T	CO_CO40T	CO_CO27T	CO_CO30T	CO_CO32T	CO_CO20T	CO_CO24T	CO_CO8T	CO_U6	CO_U12	CO_CO14T	CO_CO21T	CO_CO23T	CO_CO5T	CO_CO43T	CO_CO44T	CO_CO49T	CO_CO51T	CO_CO56T	CO_CO61T
PDE6A	PDE6A	207.81	140.825	138.385	121.51	126.545	51.665	131.285	119.685	137.985	147.125	121.41	164.14	111.525	278.9	69.455	70.4	105.04	87.71	100.39	103.885	60.355	57.525	146.405	106.45	122.92	59.485	20	41.72	69.2	43.035	20	20	65.975	24.45	23.245	20	42.725	62.235	34.135	36.985	20	74.495	27.475	40.915	53.945	48.85	20	31.875	34.575	40.665	41.415	42.725	53.81	68.09	55.24	85.55	69.475	87.36	105.245	61.355	20	61.6	64.305	65.405	77.62	93.435	33.735	66.47	43.33	61.805	225.19	26.45	69.135	73.55	100.45	79.59	71.565	36.105	112.71	91.38	151.465	81.28	52.245	145.5	84.05	83.385	150.01	76.19	222.2	170.015	95.01	73.75	48.915	40.125	102.82	33.74	114.09	46.34	94.375	65.64	79.215	67.215	112.13
PDE8B	PDE8B	35.48	27.04	25.78	92.84	20	66.88	75.13	59.44	36.88	35.82	51.82	63.18	31.57	57.76	20	43.17	34.49	20	41.95	228.64	57.86	78.84	36.66	177.73	27.72	26.26	289.63	204.42	365.89	527.48	273.07	256.1	452.41	250.81	466.06	76.56	909.49	679.08	128.38	471.84	721	127.05	54.93	750.85	450.77	349.65	91.29	37.62	218.78	222.94	610.79	909.49	202.35	31.27	27.88	20	29.2	34.06	66.93	25.41	104.82	45.09	24.77	20	20	87.88	27.69	31.7	20	24.82	68.7	48.85	56.61	45.65	56.8	20	20	43.17	52.5	25.75	56.38	59.65	20	50.3	40.75	72.43	46.49	20	45.61	92.16	20	48.96	20	36.21	20	41.42	21.19	20	20	20.5	20	28.85	53.41
PDE9A	PDE9A	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	27.75	20	20	20	20	20	20	20	20	20	70.69	316.48	457.17	412.47	302.02	650.57	392.21	904.81	367.35	329.68	379.92	540.22	179.23	309.14	1305.56	434	270.58	98.87	589.88	427.15	1267.84	459.26	396.35	477.08	271.74	366.68	540.22	20	20	20	20	20	20	20	20	21.76	20	20	20	20	20	20	20	20	20	20	20	41.44	31.45	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	183.6	20	246.59	20	20	20	20	20	20	20	20	20
PDGFA	PDGFA	32.575	30.06	20	45.75	104.63	76.885	106.6	115.365	302.305	20	42.645	83.53	25.785	77.385	61.17	127.165	70.095	47.775	82.91	20	63.57	140.145	20	20	31.56	138.765	153.375	149.47	298.245	158.39	184.86	131.495	179.13	243.56	100.27	104.495	120.39	70.795	196.925	28.995	187.5	190.875	129.345	144.465	166.87	218.465	210.925	76.495	122.765	115.255	139.265	120.39	76.755	34.715	20	241.58	153.05	80.06	113.79	202.19	153.885	109.19	20	129.01	128.72	31.23	96.045	73.9	117.56	33.745	55.8	154.055	115.635	144.93	20	68.24	102.84	20	91.315	209.845	76.45	135.88	75.715	20	71.13	37.64	104.045	141.885	20	175.78	64.65	70.69	55	132.32	197.04	480.36	45.005	337.07	41.94	87.6	118.145	136.93	35.3
PDGFB	PDGFB	133.31	20	35.69	20	31.88	94.29	20	20	150.76	20	20	362.74	96.76	20	20	79.14	20	20	20	46.39	267.85	111.25	20	112.71	103.68	20	20	20	20	20	20	20	20	20	20	20	20	88.26	20	20	29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	26.66	20	20	20	44.47	20	20	20	20	37.16	70.11	20	59.44	20	59.36	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PDGFRA	PDGFRA	323.44667	491.31	334.81333	201.94667	312.47667	394.44333	396.27667	302.76333	393.71333	286.89	249.52	435.49333	193.51333	1533.83	318.06333	198.01333	267.25667	380.82667	286.66	225.36333	235.94667	135.55333	213.86333	204.62667	204.11	195.85667	126.54333	93.26667	176.95667	112.23333	103.8	84.58333	170.73333	218.93667	139.98333	146.99	95.56333	249.47333	131.62333	139.62333	105.66667	180.06667	119.84333	95.65667	90.77333	124.16333	129.87333	183.40667	113.08333	126.62	161.16667	95.56333	266.73333	271.63	262.04667	499.78667	294.29667	260.78667	1129.62667	215.62	248.95	204.71	160.37333	169.60667	101.98667	822.92333	110.44333	123.23667	647.04667	100.56	514.36333	267.83333	394.23	549.87	190.03	257.29667	243.93667	291.8	599.20667	230.40667	622.90667	663.19333	170.01333	1056.77667	165.37	568.02667	644.55333	211.37333	970.82	1006.67667	284.43333	157.63	237.21333	117.1	150.61667	259.29	584.93333	216.41	259.62667	257.69667	194.82	147.06	210.81667
PDGFRB	PDGFRB	251.56	205.4	445.135	540.485	449.75	947.88	696.04	507.365	202.52	504.85	222.815	870.91	114.58	45.295	156.92	753.345	403.43	530.48	146.325	388.795	635.88	421.765	234.535	661.065	331.58	269.645	319.355	199.385	157.71	316.18	392.84	274.245	305.795	439.61	191.82	250.045	122.11	246.325	411.845	382.37	266.5	323.445	173.27	215.44	277.83	124.13	129.87	270.36	259.265	253.565	341.96	122.11	237.82	270.345	215.285	88.88	253.735	150.825	499.075	289.61	271.46	352.67	56.205	234.57	542.505	163.91	208.68	104.52	102.005	316.755	366.96	826.44	504.415	322.615	63.12	156.945	177.245	97.89	283.575	245.685	276.38	279.06	134.715	100.33	85.48	132.475	180.69	80.17	103.865	76.735	308.75	218.285	649.09	158.035	265.385	279.325	153.835	36.03	251.21	60.03	24.9	43.655	111.965
PDGFRL	PDGFRL	53.75	108.15	169.53	276.38	201.22	381.56	97.67	86.45	121.48	115.3	23.84	153.59	20	20	53.61	92.5	48.08	56.12	20	133.65	65.36	285.14	38.82	81.28	122.16	149.47	21.1	20	20	20	40.24	28.23	20	20	20	20	20	20	20	20	20	27.16	20	22.57	38.75	20	20	20	20	20	45.32	20	43.81	20	100.16	20	134.92	69.09	20	24.35	36.59	20	20	20	241.57	20	20	20	27.27	86.34	88.33	20	20	20	20	20	20	20	24.7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	28.85	20
PDHB	PDHB	112.88	40.12	245.86	627.45	417.38	122.8	145.97	295.02	184.38	470.15	331.63	486.92	274.99	53.91	355.75	175.75	355.35	329.19	138.83	372.23	554.99	294.86	209.19	289.35	195.05	513.04	494.86	433	305.72	461.42	368.88	174.43	399	431.69	561.23	383.79	501.15	468.33	373.85	340.89	442	288.04	390.49	431.86	415.81	242.58	245.63	351.73	335.4	491.82	417.15	501.15	190.88	243.11	484.26	85.92	245.68	213.11	226.98	242.49	149.33	275.52	238.18	181.95	163.11	121.45	248.24	136.72	249.46	906.56	346.79	306.05	473.08	140	444.93	232.95	260.16	421.68	341.73	413.08	379.58	221.43	214.04	274.08	354.85	292.59	806.25	410.08	144.24	344.27	313.89	346.81	291.53	273.01	373.1	604.11	355.57	491.1	680.7	975.15	360.48	370.21	267.98
PDHX	PDHX	605.26	393.35	469.92	289.18	274.93	361.83	621.45	609.49	413.24	383.95	406.25	432.46	658.96	604.55	3643.26	505.66	571.7	457.63	541.34	362.28	621.42	419.06	486.32	319.7	397.28	648.36	554.32	479.33	356.18	564.19	477.15	427.5	484.87	603.25	397.38	540.8	344.84	439.51	528.93	709.76	391	302.59	455.4	496.64	363.83	586.54	825.35	356.98	581.18	458.33	496.46	344.84	541.35	737.39	741.36	343.67	444.03	486.54	375.4	173.66	518.19	326.62	767.9	564.55	436.69	407.8	406.48	1915.02	481.75	355.07	454.75	630.05	377.05	410.88	571.15	329.68	711.95	568.26	345.85	490.34	363.47	446.9	350.16	461.93	345.9	419.35	314.89	400.13	428.49	541.3	314.82	409.03	367.83	481.44	294.76	419.24	387.81	598.15	347.98	341.64	307.61	350.98	384.16
PDIA2	PDIA2	20	22.68	20	20	28.89	20	20	20	20	20	20	20	20	20	20	20	20	20	39.95	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23.45	61.24	20	20	20	20	20	20	20	20	25.41	20	20	20	20	23.45	20	27.24	20	75.05	221.51	20	117.37	48.71	20	20	20	32.46	20	73.07	20	20	45.45	20	20	20	20	37.54	20	20	20	20	20	20	83.57	33.37	21.59	20	20	20	44.38	81.62	67.88	20	20	31.62	20	20	20	20	20	20	20	20	20	20	20
PDIA3	PDIA3	1129.88	755.31	1092.51	1339.21	1295.96	1085.48	2116.57	1884.65	1104.14	1497.76	882.97	1850.75	816.83	553.21	661.79	1351.5	1568.77	831.07	1569.1	1124.41	1520.32	2380.45	1140.85	1601.73	1425.9	1099.79	1657.19	2393.61	2308.88	2842.96	1886.57	2216.14	1971.95	2145.39	1889.75	1237.64	1473.16	298.11	1349.54	2550.14	1999	2281.06	2026.35	2655.93	2181.09	1816.48	1990.43	1591.54	2103.03	1638.11	2423.59	1473.16	976.3	1180.23	1320.61	792.02	1388.48	1085.96	753.71	1093.84	972.1	861.64	1119.46	1137.95	714.39	649.71	1065.15	1202.71	790.8	1278.89	764.46	1424.58	1084.64	1199.17	1021.33	1059.13	1260.07	783.12	1218.71	1290.76	843.74	1539.87	964.12	630.27	1228.55	1122.72	642.47	1062.03	1483.81	843.19	823.96	1563.7	947.95	1502.06	1659.85	819.29	549.93	1225.77	1286.09	1124.5	1963.91	1401.05	1531.97
PDIA5	PDIA5	20	20	25.78	36.28	72.72	20	20	20	20	20	20	87.15	20	20	67.25	20	102.42	20	20	87.26	31.07	32.4	22.64	20	34.9	48.48	182.21	177.23	178.58	218.12	448.41	97.8	268.09	257.33	241.37	242.29	222.73	116.18	242.38	144.95	156	146.45	208.73	236.54	223.97	144.03	126.11	61.25	50.12	282.27	182.31	222.73	20	123.07	173.47	68.14	56.39	75.9	20	20	20	116.22	20	20	55.75	20	114.72	20	104.03	96.05	20	20	20	20	49.44	20	20	20	20	20	20	60.66	20	20	23.86	20	98.27	54.74	20	20	20	30.6	63.59	20	20	20	20	20	69.6	46.85	20	140.39	58.09
PDIA6	PDIA6	432.17	660.24	323.19	418.3	476.15	239.02	514.12	504.66	749.47	507.09	732.7	544.66	261.75	370.94	473.68	561.15	569.61	357.25	481.42	1195.1	591.42	618.87	1024.4	632.89	1153.86	2162.22	860.24	1072.44	867.65	1466.05	889.15	712.84	666.04	894.15	786.91	1037.99	1101.94	568.3	657.31	641.78	797	787.51	681.11	926.53	1066.92	385.66	620.19	693.84	688.16	646.82	967.17	1101.94	430.78	795.9	803.31	381.2	968.62	361.01	307.5	560.16	278.87	1259.39	1017.51	609.79	559.54	419.65	846.58	498.32	702.93	1192.55	773.18	407.74	621.67	621.9	478.58	644.56	455.77	539.15	1222.83	797.32	561.82	606.65	767.92	816.07	1079.45	854.91	767.15	1286.98	743.5	406.77	719.33	469.21	489.14	1005.94	878.4	1158.72	573.88	1547.93	1267.02	1218.21	793.06	702.93	638.09
PDK2	PDK2	310.155	285.2	335.09	425.24	292.365	577.825	210.37	421.99	458.795	269.215	42.645	272.33	270.92	1016.565	294.835	328.88	463.005	198.595	197.76	249.62	361.42	253.015	196.25	405.31	329.525	242.38	138.1	239.16	275.145	309.36	147.555	303.485	235.105	166.43	194.27	152.16	304.795	289.1	274.22	218.925	135	273.01	164.785	159.005	156.87	318.855	175.515	160.995	358.535	164.575	143.685	304.795	297.27	304.64	119.775	89.37	233.595	241.105	507.32	174.72	164.16	149.785	186.735	206.05	142.465	287.83	347.14	216.47	198.455	206.67	419.85	305.555	137.98	489.51	247.18	240.85	149.445	211.34	307.25	326.555	446.54	195.645	314.96	486.05	215.69	385.52	228.775	199.065	499.02	295.54	282.59	328.955	428.485	323.895	347.635	267.71	368	438.06	286.01	200.595	211.48	265.4	245.96
PDLIM1	PDLIM1	316.07	281.71	283.54	357.48	384.5	1053.68	739.51	689.45	467.47	513.8	147.16	709.14	103.89	462.07	131.58	402.88	450.46	382.08	297.64	366.7	233.57	562.71	224.29	422.65	439.37	349.43	99.74	247.72	153.34	235.95	193.54	339.78	525.71	202.32	370.89	229.69	101.6	104.47	294.76	350.88	381	183.3	150.8	160.97	147.42	287.11	200.45	64.75	153.25	223.9	138.02	101.6	338.99	536.65	374.81	864.11	549.76	263.71	678.04	744.4	648.73	453.86	2302.75	1156.64	1781.85	806.71	1264.93	905.5	1212.96	725.24	382.77	400.76	865.29	576.25	1157.02	584.35	546.13	1570.26	685.52	1073.4	710.84	903.9	742.57	793.49	845.87	1029.32	1015.48	990.36	658.65	1044.46	828.63	788.48	748.38	1083.25	566.99	1004.16	900.89	318.23	881.86	677.43	2224.41	718.31	471.3
PDLIM4	PDLIM4	309.62	674.2	230	182.47	268.95	234.64	27.91	320.95	226.68	226.12	416.61	185.18	20	20	20	20	141.1	20	132.84	100.51	81.43	201.97	69.01	120.29	256.64	72.71	113.16	200.39	137.81	102.77	111.14	140.15	455.55	83.91	310.05	20	20	20	155.08	348.88	335	193.97	73.9	76.56	121.91	106.13	60.23	20	116.62	260.26	90.64	20	92.83	111.97	32.01	171.83	20	20	286.16	112.24	68.23	476.91	218.18	287.19	33.04	106.64	128.57	408.17	422.16	199.66	20	288.11	20	449.43	272.42	20	413.07	77.31	20	317.28	88.6	975.69	20	20	22.86	20.01	66.57	20	20	86.86	46.71	88.74	76.31	20	20	20	20	20	20	20	32.68	20	20
PDLIM5	PDLIM5	205.065	93.7575	157.135	261.905	264.7375	239.025	386.66	166.6875	99.6325	650.37	155.01	471.6725	292.815	31.5	110.995	215.825	245.6475	488.3875	126.35	255.4225	222.585	250.5725	358.2675	456.245	290.5175	161.8375	1356.7775	2000.885	1344.4225	986.8025	1787.1625	1711.51	2094.475	1219.3125	1512.975	1983.9025	1943.16	1088.415	1470.3425	2046.81	517.75	2037.1475	1345.995	2307.8375	2076.43	1157.005	1650.695	819.8	2153.865	514.0625	631.755	1943.16	150.7225	247.395	96.9925	121.715	47.035	140.855	116.8875	213.3675	167.8675	87.405	175.3025	178.8375	225.3125	103.4325	243.1025	148.1075	111.35	100.925	90.0625	118.15	151.52	132.5025	331.855	139.735	114.5075	229.4125	133.9225	269.38	105.685	165.0025	141.1225	165.1325	190.0975	151.7725	196.2625	242.8875	126.175	110.6925	154.005	227.21	201.2825	168.8	151.1525	158.25	151.99	200.455	131.795	142.2675	133.0925	102.3125	110.41
PDLIM7	PDLIM7	152.66	58.44	134.83	204.88	61.76	166.66	124.5	42.15	20.61	49.25	73.58	61	138.51	44.92	20	53.44	20	72.31	60.93	72.9	97.5	131.77	113.22	79.11	108.82	124.22	200.44	131.92	108.7	88.09	134.14	98.81	212.59	49.42	304.17	44.58	20.51	20	83.19	199.93	257	202.7	39.95	103.06	82.22	51.17	64.94	20	49.15	118.65	45.32	20.51	20	34.3	20	53.33	44.3	85.63	116.4	101.65	51.42	49.09	61.93	20.65	82.59	79.98	38.57	147.61	133.31	20	20	124.61	73.79	20	217.73	20	25.82	22.09	52.5	78.29	20	153.68	20	20	20	20	20	20	20	20	36.43	225.43	96.85	33.27	20	88.9	68.17	20	49.57	20	20	24.04	54.35
PDPK1	PDPK1	1186.86	744.84	829.79	953.98	359.6	953.91	833.96	603	776.58	770.15	867.42	697.16	670.16	1265.57	438.59	433.71	693.98	826.75	631.23	903.5	727.48	638.31	714.92	780.27	746.31	741.28	220.58	235.64	364.92	400.59	255.82	577.73	416.8	486.7	356.17	317.89	353.64	620.54	440.6	357.88	213	601.3	291.62	139.37	329.81	699.3	388.68	291.36	356.61	348.29	246.17	353.64	1021.15	852.39	470.83	628.09	344.35	791.12	922.49	428.85	419.3	363.69	443.02	420.95	312.8	677.36	806.04	561.73	620.11	669.12	902.95	402.75	461.96	336.82	695.26	768.93	444.85	614.45	873.89	586.15	1089.42	915.02	751.96	1142.5	539.73	1071.26	649.86	439.94	1130.62	1015.86	480.17	792.56	714.14	436.43	493.55	644.52	621.78	418.41	381.35	278.2	608.49	233.67	286.72
PDXK	PDXK	563.33	245.08	62.46	122.72	235.08	114.03	382.1	175.07	505.43	227.24	847.73	244.01	891.17	477.48	629.63	344.3	270.69	20	58.93	353.45	114.64	232.21	328.89	189.65	164.25	115.13	161.12	198.38	169.84	282.09	128.39	233.91	119.39	134.26	182.5	123.09	317.49	20	186.92	219.93	241	225	146.81	191.39	220.19	257.74	223.04	243.24	349.86	166.49	227.63	317.49	183.58	536.65	549.31	824.61	362.48	433.02	453	492.39	167.13	279.53	1182.34	147.53	231.25	319.92	384.72	878.75	203	760.86	396.95	346.92	373	361.17	276.63	121.41	430.95	233.93	273.8	234.87	299.04	214.35	165.22	441.4	595.39	191.57	307.5	356.33	531.37	318.85	320.43	593.65	113.48	537.22	288.88	161.64	275.43	370.29	383.25	284.05	505.64	647.15	308.27
PDZK1IP1	PDZK1IP1	283.81	24.42	20	220.89	42.83	20	464.74	20	29.28	67.16	104.67	62.09	361.56	20	407.41	115.11	20	80.95	120.85	196.61	98.57	128.53	76.56	79.11	528.68	161.59	20	146.01	20	20	20	125.02	51.31	20	41.21	20	20	20	451.9	20	63	167.78	78.9	20	43.47	20	52.7	44.62	179.27	42.1	29.87	20	20	20	20	993.48	20	68.12	32.01	561.21	89	70.13	46.68	208.51	20	20	259.12	20	20	20	121.05	42.87	260.8	75.07	541.69	20	20	309.23	20	35.02	83.57	599.57	163.35	20	419.46	22.87	20	74.65	154.85	186.43	78.47	340.69	20	105.68	308.47	540.47	288.32	276.98	820.85	274.29	83.63	371.18	74.96
PDZK3	PDZK3	53.75	62.8	81.29	109.91	39.84	132.67	206.08	49.71	62.91	63.81	38.34	88.23	202.68	78.3	20	57.55	24.04	66.92	66.92	297.12	33.21	106.93	35.58	74.78	136.53	98.97	48.91	26.18	24.26	33.56	44.07	36.3	31.42	89.51	22.57	59.12	20	32.42	28.76	20	47	38.79	20	40.24	20	20	60.23	57.75	20	20	35.02	20	140.81	36.31	20	137.27	58.4	116.77	20	56.12	20	38.07	27.63	20	39.23	75.04	69.23	28.73	20	35.61	43.62	33.89	91.99	20	37.87	31.59	35.75	26.1	52.5	166.88	56.38	44.49	24.41	20	33.79	40.03	69.74	35.83	30.76	66.74	29.89	31.62	82.18	20	20	20	20	20	20	20	20	20	20
PDZRN3	PDZRN3	54.83	352.36	142.76	230.49	68.73	103.07	54.74	73.48	96.53	90.67	49.74	77.34	94.72	20	20	50.36	140.05	64.76	25.97	61.85	41.78	74.52	36.66	45.52	41.06	42.42	509.24	331.3	333.86	261.12	181.09	185.52	372.82	302.09	312.01	157.01	197.33	98.17	283.47	491.83	424	297.74	500.35	384.75	699.31	119.39	403.73	161.87	375.88	529.13	382.13	197.33	20	37.32	20	20	20.14	20	38.8	24.35	20	21.04	20	22.62	69.17	44.43	28.68	21.8	27.27	20	20	86.73	40.43	20	23.14	26.65	22.84	21.08	45.29	71.08	54.37	51.56	20	20	20	20	20	20	38.18	40.25	83.14	87.72	20	41.1	30.36	37.38	20	20	82.94	24.4	20	79.81	21.55
PEA15	PEA15	966.47	223.28	306.34	659.47	657.44	705.01	1987.77	957.45	524.95	552.98	491.23	1399.77	959.41	187.4	1135.47	1048.31	1390.05	537.5	343.58	1263.58	1158.19	915.89	1296.13	597.13	774.03	1053.34	678.99	879.1	539.61	383.82	641.95	985.06	965.55	807.44	847.74	1333.59	473.79	106.27	935.64	1151.61	897	472.31	704.08	592.82	439.43	462.41	599.48	534.6	478.05	576.02	701.43	473.79	921.02	748.49	604.03	695.24	469.2	1048.98	1150.45	1106.54	954.3	712.35	525.91	371.78	1096.37	82.94	410.44	512.19	339.35	578.47	852.79	758.65	534.74	607.7	515.4	477.75	689.12	178.71	805.95	587.18	51.35	616.76	183.06	20	97.41	55.28	172.24	328.46	20	37.08	266.24	829.28	597.73	383.59	628.69	418.23	53.43	363.41	258.36	370.93	360.48	353.87	334.5
PECAM1	PECAM1	93.89	68.88333	183.73667	125.56333	93.97	667.00333	186.39667	210.72667	126.17667	246.27	84.28667	166.66667	98.45333	272.53667	191.68333	178.83	207.98667	221.25667	194.76667	195.87	739.98333	95.04667	61.66	130.04667	200.18	49.48333	42.19667	66.46	85.40667	40.22333	28.06667	85.7	119.03333	136.43667	70.64667	40.26333	112.99333	102.07	111.60667	77.30667	72.66667	67.44333	85.22	81.46333	66.78333	63.52	65.24667	104.11667	71.32	82.28667	89.26667	112.99333	187.05333	202.76	118.74	170.19	230.57333	213.43	404.5	196.95333	267.99333	229.43667	68.59333	112.77667	129.04333	165.55667	200.44	84.87	109.41	107.92	140.67667	349.58	398.95	366.91667	60.66333	91.47	140.99667	79.31333	178.76	351.27667	131.9	43.73667	56.01333	128.31333	61.99667	152.81	126.80333	41.83667	79.55	126.41	143.24333	200.26333	177.39333	74.69667	87.48	89.91	70.62	64.94333	127.75	68.65333	46.72	68.59333	33.94667
PEG10	PEG10	256.94	213.68	20	100.31	1611.73	20	136.31	20	437.1	213.81	774.15	20	809.7	66.74	716.37	24.67	312.5	114.41	236.71	310.37	48.21	324.02	833.53	94.28	118.06	224.2	20	20	20	20	20	20	20	20	21.59	55.24	20	20	20	20	27	20	20	20	20	20	20	21	20	20	20	20	20	489.24	128.03	371.32	210.44	20	28.13	20	20	168.32	20	52.13	20.65	69.12	47.47	75.29	20	950.8	172.3	20	26.28	76.09	26.3	72.06	20	20	132.78	20.6	20	20	20	20	20	20	20	20	20	20	20	35.7	143.81	20	20	20	20	21.61	327	20	20	20	20
PEG3	PEG3	20	20	20	20	20	20.83	20	769.42	204.99	1379.1	635.28	20	1247.64	20	20	20	20.9	20	20	20	31.07	20	1175.36	22.76	26.69	1343.18	33.57	52.36	39.79	137.38	31.62	27.22	25.13	87.64	46.12	39.74	20	56.74	56.49	48.98	62	32	58.92	59.87	30.24	77.7	22.59	36.75	65.54	44.01	46.35	20	20	20	20	20	20	20	20	20	29.67	20	20	20	20.65	20	20	20	20	20	20	20	20	20	20	20	35.75	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	598.71	20	20	20	20	20	20	20	20	20	20
PEMT	PEMT	20	20	20	64.03	20	20	20	20	20	20	124.36	20	20	20	20	20	29.26	20	20	20	117.85	20	20	20	20	20	75.76	20	20	20	20	38.31	20	20	78.49	20	20	20	20	20	74	20	20	20	20	20	20	99.74	20	20	61.8	20	20	20	21.68	20	20	20	20	20	20	21.04	20	20	20	20	20	20	20	79.86	20	20	62.67	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	91.34	140.14	39.05	20	118.28	20
PENK	PENK	20	20	45.6	20	20	39.47	31.13	20	37.96	20	20	20	20	20	20	20	20	24.82	20	20	20	20	20	20	20	27.27	172.62	132.92	25.23	31.46	20	20	25.13	516.53	52	20	20	20	25.68	47.98	35	28.13	21.97	20	20	93.81	20	31.5	79.03	91.86	20	20	176.28	20	20	20	89.61	20	20	20	53.4	4623.77	45.73	88.52	20	36.53	20.77	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	26.69	20	20	20	20	63.64	34.96	20	20	26.41	20	20	20	20	20	20	20	20	20	20
PEPD	PEPD	220.39	39.25	20	96.04	143.44	20	51.52	87.53	69.42	52.61	104.67	107.84	83.52	20	60.43	65.78	50.17	65.84	47.94	66.27	99.64	48.6	63.62	47.68	20	91.9	43.16	44.31	70.85	75.5	20	20	63.88	69	50.04	20	40.05	20	26.7	20	60	20	61.92	70.67	40.64	21.79	78.11	56.87	24.1	20	83.43	40.05	20	55.48	104.29	72.09	91.63	51.57	54.32	20	32.63	90.17	53.35	112.12	51.62	364.35	82.09	82.23	222.19	63.67	187.57	20	85.92	21.31	89.41	92.79	126.11	56.22	86.46	147.31	65.45	88.97	270.37	33.87	181.9	50.51	44.38	77.64	103.94	140.89	110.23	58.14	92.94	20.55	25.46	51.52	49.74	148.31	62.92	50.76	105.74	51.93	61.84
PER1	PER1	336.49	220.66	102.11	373.48	74.71	171.05	309.11	564.1	632.33	261.94	182.4	153.59	86.57	512.13	63.35	162.39	78.39	249.32	20	261.77	125.35	154.45	75.48	157.14	20	226.22	90.15	221.54	119.37	118.5	443.62	303.48	507.91	223.77	210.95	302.38	597.86	31.52	412.87	573.81	850	223.06	401.47	140.35	163.49	74.86	235.28	650.97	567.68	45.93	464.53	597.86	1328.86	96.84	182.76	357.5	126.87	202.4	384.13	59.3	240.31	20	20	60	20	311.03	20	119.87	894.82	252.54	258.45	818.46	283.04	318.56	183.02	79.95	139.01	194.78	329.38	281.23	166.13	217.38	20	20	36.78	20	81.36	20	20	1017.97	20	37.74	20	20	450.46	354.59	95.8	20	20	20	20	20	21.55
PER2	PER2	52.68	109.02	113.02	133.39	113.56	139.25	34.35	57.27	84.6	214.92	80.84	94.77	24.44	98.83	20	59.61	131.69	103.61	40.95	51.91	150	114.49	59.31	88.86	45.17	131.29	79.6	85.59	154.31	71.31	94.86	159.3	178.03	93.24	70.64	51.37	60.57	151.31	150.98	178.94	198	104.74	171.78	51.04	67.1	111.81	50.82	64.75	96.38	113.86	42.23	60.57	132.47	51.45	425.4	21.73	47.32	128.45	20	103.77	152.29	106.2	57.16	185.89	145.56	42.46	123.63	59.44	26.26	185.63	94.88	43.86	38.41	20	30.5	160.89	41.7	72.29	67.93	100.95	61.42	57.63	103.27	66.72	107.35	138.2	72.91	132.38	63.64	74.15	42.97	59.16	41.09	133.08	69.53	126.28	33.16	48.13	57.2	81.99	92.28	43.27	40.29
PES1	PES1	47.3	408.18	278.58	310.53	185.28	260.95	262.96	127.52	357.92	20	1209.42	44.66	607.02	20	335.28	90.44	339.67	233.13	426.48	170.1	411.42	203.05	409.76	242.75	363.4	548.38	223.45	233.62	115.49	204.49	302.77	217.78	292.18	232.16	244.31	283.97	146.53	407.09	242.38	156.95	316	208.52	289.62	168.82	288.23	274.79	287.04	351.73	312.27	328.2	206	146.53	52.15	105.92	788.85	159.98	257.76	242.3	95.06	368.5	216.57	142.27	118.14	381.61	638	688.22	310.55	453.74	491.85	364.78	428.58	104.68	108.16	283.05	230.35	93.77	172.78	120.48	343.79	240.02	230.57	235.58	301.35	215.57	375.72	203.96	211.34	290.64	344.7	164.19	440	372.31	222.07	266.16	150.81	208.11	419.13	151.26	467.15	228.41	468.15	342.33	446
